architecture,method,dimension,rounds,local_steps,local_lr,final_train_objective,final_train_ce,final_test_ce,final_test_accuracy,final_macro_accuracy,final_worst_class_accuracy,whole_train_objective,uplink_payload_bits,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,broadcast_total_bits,unicast_hybrid_total_bits,messages,coordinate_events,events_per_message,mean_delta_norm,replay_rounds,checkpoint_rounds,rho,threshold,jump0,jump_exponent,topk_fraction,strom_threshold,init_scale,server_gain,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,point_id,benchmark,role,configuration,seed_index,seed_subset,partition_seed,train_seed
cnn,strom,14538,80,5,0.1,0.5530616467,0.5322091579,0.5833588243,0.8007,0.8007,0.187,0.8656400511,7150440,7201640,7666920,76694800,14868560,83896440,800,476696,595.87,0.3791274053,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.913,0.948,0.77,0.706,0.779,0.886,0.187,0.931,0.941,0.946,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,2,original,2700,72700
cnn,strom,14538,80,5,0.1,0.5441069556,0.5236372352,0.5838803649,0.78,0.78,0.111,0.8623780387,7110615,7161815,7627095,76296550,14788910,83458365,800,474041,592.55125,0.3776798094,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.862,0.957,0.817,0.882,0.111,0.924,0.451,0.928,0.944,0.924,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,3,extension,2800,72800
cnn,strom,14538,80,5,0.1,0.6225694236,0.60281986,0.6337192655,0.7611,0.7611,0.236,0.8692307537,6841110,6892310,7357590,73601500,14249900,80493810,800,456074,570.0925,0.3663559798,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.288,0.963,0.789,0.883,0.236,0.901,0.748,0.944,0.922,0.937,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,4,extension,2900,72900
cnn,strom,14538,80,5,0.1,0.5616372332,0.5420562029,0.584076345,0.7932,0.7932,0.265,0.8956441636,6912945,6964145,7429425,74319850,14393570,81283995,800,460863,576.07875,0.368336958,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.902,0.957,0.843,0.687,0.585,0.934,0.265,0.959,0.934,0.866,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,5,extension,3000,73000
cnn,strom,14538,80,5,0.1,0.5424765386,0.5229247212,0.5771568418,0.7924,0.7924,0.429,0.8463567733,6758850,6810050,7275330,72778900,14085380,79588950,800,450590,563.2375,0.3633401615,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.587,0.954,0.808,0.934,0.568,0.808,0.429,0.923,0.953,0.96,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,6,extension,3100,73100
cnn,strom,14538,80,5,0.1,0.5454816808,0.5267661214,0.5497633815,0.8087,0.8087,0.228,0.8671528882,6996615,7047815,7513095,75156550,14560910,82204365,800,466441,583.05125,0.3730927877,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.805,0.946,0.731,0.936,0.738,0.93,0.228,0.901,0.926,0.946,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,7,extension,3200,73200
cnn,strom,14538,80,5,0.1,0.5659238166,0.5456833243,0.5874563456,0.7866,0.7866,0.344,0.8820046877,6989145,7040345,7505625,75081850,14545970,82122195,800,465943,582.42875,0.3780833291,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.78,0.961,0.536,0.689,0.902,0.848,0.344,0.901,0.939,0.966,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,8,extension,3300,73300
cnn,strom,14538,80,5,0.1,0.5907599696,0.5698038936,0.602640748,0.7912,0.7912,0.104,0.8626227172,7040190,7091390,7556670,75592300,14648060,82683690,800,469346,586.6825,0.3762292331,80,0,0.999,0.025,0.01,0.3,0.025,0.02,0.5,1,0.788,0.938,0.62,0.917,0.855,0.857,0.104,0.917,0.95,0.966,fmnist_cnn_strom_near,fmnist_cnn,traffic,0.02,9,extension,3400,73400
cnn,strom,14538,80,5,0.1,0.4599176138,0.4468740225,0.4878887832,0.825,0.825,0.284,0.7469136214,32931690,32982890,33139860,331424200,66122750,364407090,800,2195446,2744.3075,0.32911783,75,5,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.819,0.957,0.794,0.886,0.768,0.934,0.284,0.915,0.943,0.95,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,0,original,2500,72500
cnn,strom,14538,80,5,0.1,0.4807723515,0.4659702778,0.5065083504,0.8227,0.8227,0.495,0.7364841022,32365965,32417165,32538945,325415050,64956110,357832215,800,2157731,2697.16375,0.3334014703,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.836,0.963,0.617,0.765,0.829,0.919,0.495,0.915,0.941,0.947,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,1,original,2600,72600
cnn,strom,14538,80,5,0.1,0.4699726329,0.45645684,0.503605783,0.8196,0.8196,0.312,0.7127707556,32388780,32439980,32390310,323928700,64830290,356368680,800,2159252,2699.065,0.3283017437,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.849,0.954,0.813,0.792,0.744,0.907,0.312,0.943,0.939,0.943,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,2,original,2700,72700
cnn,strom,14538,80,5,0.1,0.4489212093,0.4350168407,0.490567863,0.828,0.828,0.447,0.7114543546,32111370,32162570,32260230,322627900,64422800,354790470,800,2140758,2675.9475,0.3288360927,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.872,0.96,0.779,0.781,0.716,0.938,0.447,0.876,0.949,0.962,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,3,extension,2800,72800
cnn,strom,14538,80,5,0.1,0.511649524,0.4982638657,0.5302763581,0.8031,0.8031,0.533,0.7326397261,33059775,33110975,33159345,331619050,66270320,364730025,800,2203985,2754.98125,0.3280948632,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.706,0.96,0.665,0.901,0.533,0.819,0.641,0.97,0.906,0.93,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,4,extension,2900,72900
cnn,strom,14538,80,5,0.1,0.4802819012,0.4664266109,0.4958847761,0.8229,0.8229,0.281,0.726590383,32480010,32531210,32510715,325132750,65041925,357663960,800,2165334,2706.6675,0.3323867286,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.847,0.962,0.825,0.849,0.733,0.941,0.281,0.93,0.936,0.925,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,5,extension,3000,73000
cnn,strom,14538,80,5,0.1,0.4630667724,0.4493913054,0.5071223378,0.8187,0.8187,0.377,0.7080007674,31822545,31873745,31976940,319795000,63850685,351668745,800,2121503,2651.87875,0.3241759407,75,5,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.815,0.958,0.618,0.84,0.86,0.929,0.377,0.856,0.955,0.979,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,6,extension,3100,73100
cnn,strom,14538,80,5,0.1,0.4842736931,0.4709763527,0.4976045787,0.8256,0.8256,0.401,0.7401734138,32027130,32078330,32172870,321754300,64251200,353832630,800,2135142,2668.9275,0.3273961454,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.851,0.966,0.84,0.866,0.618,0.916,0.401,0.908,0.925,0.965,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,7,extension,3200,73200
cnn,strom,14538,80,5,0.1,0.4525902649,0.4384122193,0.4823409319,0.8282,0.8282,0.539,0.7258729732,31458765,31509965,31586550,315891100,63096515,347401065,800,2097251,2621.56375,0.3274173274,74,6,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.798,0.961,0.596,0.87,0.759,0.931,0.539,0.926,0.95,0.952,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,8,extension,3300,73300
cnn,strom,14538,80,5,0.1,0.5104825676,0.4966020882,0.5246164799,0.8135,0.8135,0.215,0.7563310835,32808165,32859365,32917515,329200750,65776880,362060115,800,2187211,2734.01375,0.3299742201,73,7,0.999,0.025,0.01,0.3,0.025,0.005,0.5,1,0.877,0.944,0.703,0.896,0.835,0.873,0.215,0.856,0.958,0.978,fmnist_cnn_strom_quality,fmnist_cnn,quality,0.005,9,extension,3400,73400
mlp,ef_topk,25818,150,5,0.1,0.4647748842,0.4609562159,0.4939962924,0.8245,0.8245,0.534,0.7839275678,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.334791375,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.815,0.945,0.68,0.859,0.787,0.89,0.534,0.858,0.938,0.939,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,0,original,2500,72500
mlp,ef_topk,25818,150,5,0.1,0.463826199,0.459972173,0.4977771044,0.8221,0.8221,0.485,0.77619986,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3361983308,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.83,0.947,0.672,0.872,0.792,0.874,0.485,0.86,0.948,0.941,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,1,original,2600,72600
mlp,ef_topk,25818,150,5,0.1,0.443426329,0.4395875931,0.4938338995,0.8264,0.8264,0.534,0.766999937,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3384001737,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.844,0.941,0.699,0.869,0.75,0.878,0.534,0.875,0.936,0.938,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,2,original,2700,72700
mlp,ef_topk,25818,150,5,0.1,0.4535328999,0.4496856034,0.4960364401,0.8215,0.8215,0.535,0.772731795,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3336788578,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.819,0.945,0.629,0.86,0.795,0.892,0.535,0.877,0.946,0.917,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,3,extension,2800,72800
mlp,ef_topk,25818,150,5,0.1,0.4788241636,0.4749768972,0.4988619089,0.8233,0.8233,0.586,0.7926412393,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3333246828,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.813,0.942,0.68,0.844,0.737,0.901,0.586,0.872,0.937,0.921,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,4,extension,2900,72900
mlp,ef_topk,25818,150,5,0.1,0.4745082928,0.4706738293,0.4975094795,0.8232,0.8232,0.493,0.7869172997,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3355219939,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.811,0.941,0.702,0.874,0.8,0.846,0.493,0.889,0.937,0.939,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,5,extension,3000,73000
mlp,ef_topk,25818,150,5,0.1,0.4515099267,0.4476812482,0.4960331023,0.8213,0.8213,0.568,0.7707164978,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3328543887,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.803,0.943,0.642,0.855,0.765,0.887,0.568,0.867,0.946,0.937,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,6,extension,3100,73100
mlp,ef_topk,25818,150,5,0.1,0.4786156861,0.4747725129,0.4933018982,0.8279,0.8279,0.534,0.7964960533,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3332147644,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.819,0.942,0.754,0.854,0.732,0.856,0.534,0.903,0.947,0.938,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,7,extension,3200,73200
mlp,ef_topk,25818,150,5,0.1,0.4701506988,0.4663128555,0.4974136651,0.8271,0.8271,0.503,0.7853526625,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3341480233,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.808,0.943,0.727,0.871,0.778,0.872,0.503,0.919,0.938,0.912,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,8,extension,3300,73300
mlp,ef_topk,25818,150,5,0.1,0.4763145049,0.4724833071,0.4952721298,0.8225,0.8225,0.522,0.7921026361,91015500,91111500,91937740,919425400,183049240,1010536900,1500,0,0,0.3352783484,150,0,0.999,0.025,0.005,0.1,0.05,0.005,0.5,1,0.826,0.943,0.7,0.848,0.754,0.871,0.522,0.879,0.944,0.938,fmnist_mlp_ef_quality,fmnist_mlp,quality,0.05,9,extension,3400,73400
mlp,event,25818,150,5,0.1,0.4438046275,0.4390546381,0.4788340926,0.8282,0.8282,0.603,0.765850107,15913152,16009152,16835392,168401920,32844544,184411072,1500,994572,663.048,0.3413026585,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.792,0.95,0.623,0.851,0.814,0.903,0.603,0.849,0.952,0.945,fmnist_mlp_event,fmnist_mlp,event,fixed,0,original,2500,72500
mlp,event,25818,150,5,0.1,0.4473762982,0.4425769448,0.4809250534,0.83,0.83,0.553,0.764498364,15633664,15729664,16555904,165607040,32285568,181336704,1500,977104,651.4026667,0.3429163928,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.832,0.951,0.658,0.845,0.799,0.9,0.553,0.877,0.947,0.938,fmnist_mlp_event,fmnist_mlp,event,fixed,1,original,2600,72600
mlp,event,25818,150,5,0.1,0.4243303001,0.4195430279,0.4789226651,0.832,0.832,0.623,0.7503348537,15975152,16071152,16897392,169021920,32968544,185093072,1500,998447,665.6313333,0.3433751289,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.786,0.95,0.655,0.848,0.791,0.894,0.623,0.883,0.945,0.945,fmnist_mlp_event,fmnist_mlp,event,fixed,2,original,2700,72700
mlp,event,25818,150,5,0.1,0.4612050145,0.4564335942,0.5071255565,0.8203,0.8203,0.429,0.7621155995,15603552,15699552,16525792,165305920,32225344,181005472,1500,975222,650.148,0.3408433766,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.805,0.958,0.734,0.854,0.819,0.788,0.429,0.943,0.951,0.922,fmnist_mlp_event,fmnist_mlp,event,fixed,3,extension,2800,72800
mlp,event,25818,150,5,0.1,0.4546091168,0.4497991204,0.4736477137,0.8336,0.8336,0.599,0.7743026216,15647344,15743344,16569584,165743840,32312928,181487184,1500,977959,651.9726667,0.3390290927,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.776,0.946,0.747,0.845,0.748,0.916,0.599,0.886,0.952,0.921,fmnist_mlp_event,fmnist_mlp,event,fixed,4,extension,2900,72900
mlp,event,25818,150,5,0.1,0.4643219363,0.4595610499,0.4894572794,0.8279,0.8279,0.488,0.7741980949,16245296,16341296,17167536,171723360,33508832,188064656,1500,1015331,676.8873333,0.3419954922,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.773,0.949,0.672,0.879,0.853,0.863,0.488,0.907,0.947,0.948,fmnist_mlp_event,fmnist_mlp,event,fixed,5,extension,3000,73000
mlp,event,25818,150,5,0.1,0.4187978323,0.4140259326,0.4753412008,0.833,0.833,0.557,0.7540371213,15560000,15656000,16482240,164870400,32138240,180526400,1500,972500,648.3333333,0.3402169508,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.81,0.943,0.724,0.844,0.787,0.868,0.557,0.883,0.959,0.955,fmnist_mlp_event,fmnist_mlp,event,fixed,6,extension,3100,73100
mlp,event,25818,150,5,0.1,0.458728171,0.4539481401,0.4794790149,0.8323,0.8323,0.59,0.7845636079,15551824,15647824,16474064,164788640,32121888,180436464,1500,971989,647.9926667,0.3390025747,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.817,0.942,0.739,0.827,0.733,0.84,0.59,0.939,0.96,0.936,fmnist_mlp_event,fmnist_mlp,event,fixed,7,extension,3200,73200
mlp,event,25818,150,5,0.1,0.4434363042,0.4386170805,0.4732455909,0.8339,0.8339,0.526,0.7641625743,15758240,15854240,16680480,166852800,32534720,182707040,1500,984890,656.5933333,0.3393731724,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.822,0.95,0.697,0.872,0.799,0.894,0.526,0.909,0.942,0.928,fmnist_mlp_event,fmnist_mlp,event,fixed,8,extension,3300,73300
mlp,event,25818,150,5,0.1,0.4520000315,0.4472237825,0.4761107564,0.8338,0.8338,0.531,0.7765411972,15787792,15883792,16710032,167148320,32593824,183032112,1500,986737,657.8246667,0.3402865283,150,0,0.999,0.025,0.005,0.1,0.025,0.005,0.5,1,0.812,0.954,0.753,0.843,0.773,0.864,0.531,0.918,0.951,0.939,fmnist_mlp_event,fmnist_mlp,event,fixed,9,extension,3400,73400
mlp,strom,25818,150,5,0.1,0.5765399157,0.5171786547,0.5646186471,0.8045,0.8045,0.388,0.8830997898,16171904,16267904,17094144,170989440,33362048,187257344,1500,1010744,673.8293333,0.3886071829,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.896,0.939,0.619,0.686,0.857,0.874,0.388,0.905,0.958,0.923,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,0,original,2500,72500
mlp,strom,25818,150,5,0.1,0.6437597052,0.5796416998,0.6154321432,0.7889,0.7889,0.546,0.9103077391,15057536,15153536,15979776,159845760,31133312,174999296,1500,941096,627.3973333,0.4005092867,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.816,0.945,0.665,0.656,0.751,0.935,0.546,0.8,0.876,0.899,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,1,original,2600,72600
mlp,strom,25818,150,5,0.1,0.6263759165,0.55643332,0.6082320213,0.7929,0.7929,0.521,0.8789607321,15681104,15777104,16603344,166081440,32380448,181858544,1500,980069,653.3793333,0.4065898172,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.838,0.956,0.783,0.845,0.559,0.602,0.521,0.964,0.939,0.922,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,2,original,2700,72700
mlp,strom,25818,150,5,0.1,0.6381634243,0.5723855495,0.6164753437,0.8031,0.8031,0.419,0.8859667539,15674256,15770256,16596496,166012960,32366752,181783216,1500,979641,653.094,0.3958553338,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.739,0.932,0.758,0.897,0.719,0.761,0.419,0.973,0.948,0.885,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,3,extension,2800,72800
mlp,strom,25818,150,5,0.1,0.6002169568,0.5407922864,0.5724561214,0.8021,0.8021,0.462,0.9095012252,15744640,15840640,16666880,166716800,32507520,182557440,1500,984040,656.0266667,0.4007440769,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.87,0.946,0.723,0.875,0.571,0.793,0.462,0.881,0.956,0.944,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,4,extension,2900,72900
mlp,strom,25818,150,5,0.1,0.6350678956,0.5726061463,0.608722508,0.7814,0.7814,0.451,0.8836862757,16345200,16441200,17267440,172722400,33708640,189163600,1500,1021575,681.05,0.3947424197,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.76,0.928,0.451,0.841,0.627,0.913,0.671,0.771,0.95,0.902,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,5,extension,3000,73000
mlp,strom,25818,150,5,0.1,0.5796112528,0.5153204203,0.5816087723,0.8047,0.8047,0.497,0.918861543,15264960,15360960,16187200,161920000,31548160,177280960,1500,954060,636.04,0.400085675,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.782,0.923,0.756,0.871,0.572,0.88,0.497,0.937,0.951,0.878,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,6,extension,3100,73100
mlp,strom,25818,150,5,0.1,0.6736523027,0.6101104021,0.6267390847,0.7759,0.7759,0.208,0.8997198316,15397376,15493376,16319616,163244160,31812992,178737536,1500,962336,641.5573333,0.3989955069,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.905,0.952,0.663,0.656,0.884,0.96,0.208,0.68,0.954,0.897,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,7,extension,3200,73200
mlp,strom,25818,150,5,0.1,0.6849495088,0.6248999238,0.6646733284,0.7691,0.7691,0.332,0.9047441385,15547456,15643456,16469696,164744960,32113152,180388416,1500,971716,647.8106667,0.4001937681,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.332,0.895,0.509,0.814,0.766,0.904,0.772,0.855,0.934,0.91,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,8,extension,3300,73300
mlp,strom,25818,150,5,0.1,0.7371187276,0.6767638326,0.7103976607,0.7593,0.7593,0.208,0.8990995678,15578256,15674256,16500496,165052960,32174752,180727216,1500,973641,649.094,0.3984212762,150,0,0.999,0.025,0.005,0.1,0.025,0.02,0.5,1,0.841,0.939,0.765,0.745,0.791,0.463,0.208,0.94,0.956,0.945,fmnist_mlp_strom_near,fmnist_mlp,traffic,0.02,9,extension,3400,73400
